company_name,year_founded,company_age,industry,sector,business_category,headquarters_city,ownership,_source_table
Cardinal Health,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'Pharmacy'"", ""'HealthCare Products'"", ""'Healthcare Service'"", ""'Marketing Services'"", ""'Medical Equipment'"", ""'Medical Ventilators']""]",['Ohio'],,valueToday_dataset
Quanta Services,,[],,,"[""['Industries'"", ""'Infrastructure'"", ""'Capital Goods'"", ""'Engineering Products'"", ""'Construction']""]",['Texas'],,valueToday_dataset
Obic,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Cloud Services']""]",[],,valueToday_dataset
Flat Glass Group,,[],,,"[""['Industries'"", ""'Solar Power Devices'"", ""'Glass Products'"", ""'Building Products and Equipment']""]",[],,valueToday_dataset
Avary Holding (shenzhen),,[],,,"[""['Technology'"", ""'Technology Hardware and Instruments'"", ""'Electronics'"", ""'Capital Goods'"", ""'PCB']""]",[],,valueToday_dataset
Spirax-sarco Engineering,,[],,,"[""['Industries'"", ""'Engineering Products'"", ""'Engineering Services'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Deutsche Wohnen Se,,[],,,"[""['Real Estate'"", ""'Financial Services'"", ""'Commercial Properties'"", ""'Investments'"", ""'Property Investments']""]",[],,valueToday_dataset
Kimco Realty Corporation,,[],,,"[""['Real Estate'"", ""'Commercial Properties'"", ""'Consumer Services'"", ""'Investments'"", ""'Property Investments'"", ""'Retail']""]",['New York'],,valueToday_dataset
Alliant Energy Corporation,,[],,,"[""['Utilities'"", ""'Electric Utilities'"", ""'Gas Utilities']""]",['Wisconsin'],,valueToday_dataset
Biomerieux,,[],,,"[""['Healthcare'"", ""'Pharmaceutical'"", ""'Biotechnology'"", ""'Technology'"", ""'HealthCare Products'"", ""'Health Care Diagnostics']""]",[],,valueToday_dataset
Swire Properties,,[],,,"[""['Real Estate'"", ""'Construction'"", ""'Infrastructure'"", ""'Property Investments'"", ""'Construction'"", ""'Investments']""]",[],,valueToday_dataset
Icahn Enterprises,,[],,,"[""['Industries'"", ""'Luxury Goods'"", ""'Automobile'"", ""'Automobile Parts'"", ""'Conglomerate'"", ""'Railway'"", ""'Real Estate'"", ""'Energy'"", ""'Mining'"", ""'Metals'"", ""'Fashion and Luxury Goods'"", ""'Food Products'"", ""'Capital Goods'"", ""'Casinos'"", ""'Railway Vehicles and Railway Components']""]",['New York'],,valueToday_dataset
Shanghai International Airport,,[],,,"[""['Industries'"", ""'Infrastructure'"", ""'Asset Management'"", ""'Airports Operating']""]",['Shanghai'],,valueToday_dataset
Kanzhun Ltd,,[],,,"[""['Outsourcing and Staffing'"", ""'Internet or Mobile App Based Business'"", ""'Technology']""]",[],,valueToday_dataset
Rea Group,,[],,,"[""['Communication Services'"", ""'Software and IT'"", ""'Real Estate'"", ""'Internet or Mobile App Based Business'"", ""'Technology'"", ""'Software Products']""]",['Melbourne'],,valueToday_dataset
Hydro One,,[],,,"[""['Utilities'"", ""'Electricity Generation'"", ""'Power Generation'"", ""'Electric Utilities'"", ""'Hydro-Electric Power']""]",['Toronto'],,valueToday_dataset
Prada,,[],,,"[""['Consumer Cyclical'"", ""'Luxury Goods'"", ""'Beauty and Personal Care'"", ""'Apparels and Accessories'"", ""'Textile'"", ""'Fashion and Luxury Goods'"", ""'Leather Products'"", ""'Shoes'"", ""'Watches'"", ""'FMCG']""]",[],,valueToday_dataset
Fidelity National Financial,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Florida'],,valueToday_dataset
Daqin Railway,,[],,,"[""['Industries'"", ""'Railway'"", ""'Railway Operating Company'"", ""'Rail Transport'"", ""'Infrastructure']""]",[],,valueToday_dataset
China Shipbuilding Industry Company,,[],,,"[""['Industries'"", ""'Shipping'"", ""'Marine Systems'"", ""'Ship Parts'"", ""'Aerospace and Defense']""]",[],,valueToday_dataset
Stora Enso Oyj,,[],,,"[""['Basic Materials'"", ""'Paper and Pulp'"", ""'Forest Products'"", ""'Packaging Materials']""]",[],,valueToday_dataset
Jd Sports Fashion,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Sports Goods'"", ""'Readymade Clothing'"", ""'Apparels and Accessories']""]",[],,valueToday_dataset
Bank Of Beijing,,[],,,"[""['Financial Services'"", ""'Banking Services'"", ""'Insurance']""]",[],,valueToday_dataset
Warner Bros. Discovery Inc,,[],,,"[""['Communication Services'"", ""'Media'"", ""'Consumer Services'"", ""'Television Services'"", ""'Advertising'"", ""'Entertainment']""]",['Maryland'],,valueToday_dataset
Liberty Global,,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Media'"", ""'Advertising'"", ""'Mobile Services'"", ""'Consumer Services'"", ""'Internet Providers'"", ""'Television Services'"", ""'Entertainment']""]",['London'],,valueToday_dataset
W. P. Carey,,[],,,"[""['Real Estate'"", ""'Consumer Services'"", ""'Investments'"", ""'Property Investments']""]",['New York'],,valueToday_dataset
Rakuten,,[],,,"[""['Consumer Cyclical'"", ""'eCommerce'"", ""'Retail'"", ""'Internet or Mobile App Based Business']""]",['Tokyo'],,valueToday_dataset
Dr. Sulaiman Al Habib Medical Services Group Company,,[],,,"[""['Healthcare'"", ""'Hospitals'"", ""'Healthcare Service'"", ""'Pharmacy']""]",[],,valueToday_dataset
Builders Firstsource,,[],,,"[""['Industries'"", ""'Retail'"", ""'Consumer Services'"", ""'Construction Materials'"", ""'Building Products and Equipment']""]",['Texas'],,valueToday_dataset
Abn Amro Bank,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Amsterdam'],,valueToday_dataset
United Company Rusal,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Metals'"", ""'Aluminum'"", ""'Bauxite Mining']""]",[],,valueToday_dataset
Shaw Communications,,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Media'"", ""'Advertising'"", ""'Consumer Services'"", ""'Television Services']""]",['Calgary'],,valueToday_dataset
Standard Bank Group,,[],,,"[""['Financial Services'"", ""'Banking Services'"", ""'Wealth Management'"", ""'Asset Management']""]",[],,valueToday_dataset
Secom,,[],,,"[""['Industries'"", ""'Business Services'"", ""'Security Systems and Solutions'"", ""'Consumer Services'"", ""'Professional Services']""]",['Tokyo'],,valueToday_dataset
Silergy,,[],,,"[""['Technology'"", ""'Semiconductors']""]",[],,valueToday_dataset
Equity Lifestyle Properties,,[],,,"[""['Real Estate'"", ""'Consumer Services'"", ""'Investments'"", ""'Property Investments']""]",['Illinois'],,valueToday_dataset
Wharf Real Estate Investment Company,,[],,,"[""['Real Estate'"", ""'Property Investments'"", ""'Investments'"", ""'Commercial Properties'"", ""'Construction']""]",[],,valueToday_dataset
W. R. Berkley Corporation,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['Connecticut'],,valueToday_dataset
Indian Oil Corporation,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Natural Gas Generation'"", ""'Petroleum'"", ""'Petrochemicals'"", ""'Oil Refining'"", ""'Oil and Gas Pipeline Transport'"", ""'Retail'"", ""'Chemicals']""]",['New Delhi'],,valueToday_dataset
Aluminum Corporation Of China,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Metals'"", ""'Aluminum']""]",['Beijing'],,valueToday_dataset
The Mosaic Company,,[],,,"[""['Basic Materials'"", ""'Chemicals'"", ""'Fertilizers'"", ""'Animal Feed'"", ""'Agriculture Related']""]",['Minnesota'],,valueToday_dataset
Banque Saudi Fransi,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Riyadh'],,valueToday_dataset
Otp Bank Nyrt,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Interpublic Group Of Companies,,[],,,"[""['Communication Services'"", ""'Media'"", ""'Advertising'"", ""'Technology']""]",['New York'],,valueToday_dataset
Tdk Corporation,,[],,,"[""['Technology'"", ""'Electronics'"", ""'Technology Hardware and Instruments'"", ""'Sensors'"", ""'Capital Goods']""]",['Tokyo'],,valueToday_dataset
Teleflex,,[],,,"[""['Healthcare'"", ""'Medical Equipment'"", ""'HealthCare Products']""]",['Pennsylvania'],,valueToday_dataset
Cf Industries Holdings,,[],,,"[""['Basic Materials'"", ""'Chemicals'"", ""'Agriculture Related']""]",['Illinois'],,valueToday_dataset
Pharmaron Beijing,,[],,,"[""['Healthcare'"", ""'Biotechnology'"", ""'Medical Laboratory']""]",[],,valueToday_dataset
Jbs,,[],,,"[""['Consumer Defensive'"", ""'Meat / Poultry / Fish / Chicken'"", ""'Food Products'"", ""'Meat / Poultry / Fish / Chicken'"", ""'FMCG'"", ""'Package Foods']""]",[],,valueToday_dataset
Advance Auto Parts,,[],,,"[""['Consumer Cyclical'"", ""'Automobile'"", ""'Automobile Parts'"", ""'eCommerce'"", ""'Retail'"", ""'Consumer Services']""]",['Virginia'],,valueToday_dataset
Hindalco Industries,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Metals'"", ""'Aluminum']""]",['Mumbai'],,valueToday_dataset
Subaru Corporation,,[],,,"[""['Consumer Cyclical'"", ""'Aeroplane'"", ""'Defense Products'"", ""'Automobile']""]",['Tokyo'],,valueToday_dataset
Delta Electronics (thailand) Public Company,,[],,,"[""['Industries'"", ""'Electronics'"", ""'Electrical Products']""]",[],,valueToday_dataset
Line Corporation,,[],,,"[""['Communication Services'"", ""'Software and IT'"", ""'Technology'"", ""'Software Products'"", ""'Internet or Mobile App Based Business']""]",['Tokyo'],,valueToday_dataset
Jeronimo Martins Sgps,,[],,,"[""['Consumer Defensive'"", ""'Retail'"", ""'Food and Beverage'"", ""'Food Products'"", ""'Food Chains / Distributor']""]",[],,valueToday_dataset
Pjsc Tatneft,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Oil Refining'"", ""'Petrochemicals'"", ""'Natural Gas Generation'"", ""'Petroleum'"", ""'Chemicals']""]",[],,valueToday_dataset
Lyft,,[],,,"[""['Technology'"", ""'Ride Sharing'"", ""'Software and IT'"", ""'Rent / Lease Services']""]",['California'],,valueToday_dataset
Walvax Biotechnology,,[],,,"[""['Healthcare'"", ""'Biotechnology'"", ""'Biopharmaceutical'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Bilibili,,[],,,"[""['Communication Services'"", ""'Technology'"", ""'Gaming'"", ""'Video Games / Mobile Games / Tech Games / Casino Games'"", ""'Internet or Mobile App Based Business'"", ""'Software and IT'"", ""'Social Media']""]",[],,valueToday_dataset
Julius Bar Gruppe Ag,,[],,,"[""['Financial Services'"", ""'Banking Services'"", ""'Asset Management']""]",[],,valueToday_dataset
Yanzhou Coal Mining Company,,[],,,"[""['Energy'"", ""'Mining'"", ""'Coal Mining']""]",[],,valueToday_dataset
Sgholdings,,[],,,"[""['Industries'"", ""'Conglomerate'"", ""'Logistics'"", ""'Real Estate'"", ""'Automobile']""]",[],,valueToday_dataset
Sekisui House,,[],,,"[""['Consumer Cyclical'"", ""'Real Estate'"", ""'Construction']""]",['Osaka'],,valueToday_dataset
Dollarama,,[],,,"[""['Consumer Defensive'"", ""'Retail']""]",['Montreal'],,valueToday_dataset
"Albertsons Companies, Inc.",,[],,,"[""['Retail'"", ""'Super Markets'"", ""'Pharmacy']""]",['Idaho'],,valueToday_dataset
Wish,,[],,,"[""['eCommerce'"", ""'Technology'"", ""'Internet or Mobile App Based Business']""]",['California'],,valueToday_dataset
Juul Labs,,[],,,"[""['Cigarettes'"", ""'Electronics']""]",['Washington'],,valueToday_dataset
Grab,,[],,,"[""['Technology'"", ""'Rent / Lease Services'"", ""'Digital Payment Solution Services']""]",[],,valueToday_dataset
Smurfit Kappa Group,,[],,,"[""['Consumer Cyclical'"", ""'Packaging Materials'"", ""'Packaging']""]",['Dublin'],,valueToday_dataset
Ptt Exploration And Production Public Company,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Natural Gas Generation'"", ""'Petroleum'"", ""'Oil and Gas Pipeline Transport']""]",[],,valueToday_dataset
Vodacom Group,,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Mobile Services'"", ""'Internet Providers']""]",[],,valueToday_dataset
Bureau Veritas Sa,,[],,,"[""['Industries'"", ""'Business Services'"", ""'Consulting Services']""]",['Paris'],,valueToday_dataset
Rolls-royce Holdings,,[],,,"[""['Industries'"", ""'Defense Products'"", ""'Aerospace Products'"", ""'Power Systems'"", ""'Artificial Intelligence'"", ""'Automobile'"", ""'Power Generation'"", ""'Aerospace and Defense'"", ""'Space Products']""]",['London'],,valueToday_dataset
Bank Hapoalim,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Pko Bank Polski En,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Itausa - Investimentos Itau,,[],,,"[""['Financial Services'"", ""'Investments'"", ""'Banking Services']""]",[],,valueToday_dataset
Banco Do Brasil,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Howmet Aerospace,,[],,,"[""['Aerospace Products'"", ""'Aerospace and Defense'"", ""'Engines Manufacturing'"", ""'Technology'"", ""'Metal Fabrication Products'"", ""'Industry Machinery']""]",['Pennsylvania'],,valueToday_dataset
Abiomed,,[],,,"[""['Healthcare'"", ""'Medical Equipment'"", ""'HealthCare Products']""]",['Massachusetts'],,valueToday_dataset
Bank Of Nanjing,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Suez Sa,,[],,,"[""['Utilities'"", ""'Water Utilities'"", ""'Waste and Trash Management'"", ""'Non-Electric Utility']""]",[],,valueToday_dataset
Zillow Group,,[],,,"[""['Communication Services'"", ""'Real Estate'"", ""'Internet or Mobile App Based Business'"", ""'Business Services']""]",['Washington'],,valueToday_dataset
First Citizens Bancshares,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",['Tennessee'],,valueToday_dataset
Axa Equitable Holdings,,[],,,"[""['Financial Services'"", ""'Insurance']""]",['New York'],,valueToday_dataset
Hangzhou Tigermed Consulting,,[],,,"[""['Healthcare'"", ""'Health Care Diagnostics']""]",['Hangzhou'],,valueToday_dataset
Power Grid Corporation Of India,,[],,,"[""['Utilities'"", ""'Electric Utilities']""]",['Gurgaon'],,valueToday_dataset
Formula One Group,,[],,,"[""['Communication Services'"", ""'Broadcasting'"", ""'Entertainment']""]",['Colorado'],,valueToday_dataset
Plug Power,,[],,,"[""['Industries'"", ""'Energy'"", ""'Electrical Products']""]",[],,valueToday_dataset
Companhia Paranaense De Energia - Copel,,[],,,"[""['Utilities'"", ""'Electric Utilities'"", ""'Telecom']""]",[],,valueToday_dataset
Marketaxess Holdings,,[],,,"[""['Financial Services'"", ""'Software and IT'"", ""'Technology'"", ""'Software Products'"", ""'Stock Markets"", 'Trading', ""Capital Markets']""]",['New York'],,valueToday_dataset
Yang Ming Marine Transport Corporation,,[],,,"[""['Industries'"", ""'Shipping'"", ""'Marine Transportation'"", ""'Logistics']""]",[],,valueToday_dataset
Gsx Techedu,,[],,,"[""['Software and IT'"", ""'Education'"", ""'Technology']""]",['Beijing'],,valueToday_dataset
Suzano,,[],,,"[""['Basic Materials'"", ""'Paper and Pulp']""]",[],,valueToday_dataset
Hal Trust,,[],,,"[""['Financial Services'"", ""'Asset Management'"", ""'Investments']""]",[],,valueToday_dataset
Avic Aircraft,,[],,,"[""['Industries'"", ""'Automobile'"", ""'Automobile Parts'"", ""'Electrical Products'"", ""'Defense Products'"", ""'Aeroplane'"", ""'Aircraft Parts'"", ""'Helicoptors'"", ""'Aerospace and Defense']""]",[],,valueToday_dataset
Kyowa Kirin,,[],,,"[""['Healthcare'"", ""'HealthCare Products'"", ""'Pharmaceutical']""]",['Tokyo'],,valueToday_dataset
Sociedad Quimica Y Minera De Chile,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Metals'"", ""'Chemicals']""]",[],,valueToday_dataset
10x Genomics,,[],,,"[""['Healthcare'"", ""'Medical Equipment'"", ""'Healthcare Technology and Information']""]",['California'],,valueToday_dataset
Toast,,[],,,"[""['Software and IT'"", ""'Cloud Services'"", ""'Technology Hardware and Instruments'"", ""'Technology']""]",[],,valueToday_dataset
Bank Of Jiangsu,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
360 Security Technology,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Network Hardware and Software'"", ""'Software Products'"", ""'Software and IT Infrastructure']""]",[],,valueToday_dataset
Vivendi,,[],,,"[""['Communication Services'"", ""'Media'"", ""'Broadcasting'"", ""'Television Services'"", ""'Telecom'"", ""'Entertainment'"", ""'Video Games / Mobile Games / Tech Games / Casino Games'"", ""'Music"", ""Movies & Posters'"", ""'Advertising'"", ""'Movies / Entertainment'"", ""'Entertainment'"", ""'Music']""]",[],,valueToday_dataset
Grupo Bimbo,,[],,,"[""['Consumer Defensive'"", ""'Food Products'"", ""'FMCG'"", ""'Package Foods']""]",[],,valueToday_dataset
Sino Biopharmaceutical,,[],,,"[""['Healthcare'"", ""'Biopharmaceutical'"", ""'Biotechnology'"", ""'HealthCare Products'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Hasbro,,[],,,"[""['Consumer Cyclical'"", ""'Consumer Non Durables'"", ""'Gaming'"", ""'Toys'"", ""'Leisure'"", ""'Entertainment']""]",['Rhode Island'],,valueToday_dataset
Shinkin Central Bank,,[],,,"[""['Financial Services'"", ""'Banking Services']""]",[],,valueToday_dataset
Marathon Oil Corporation,,[],,,"[""['Energy'"", ""'Oil and Gas'"", ""'Petroleum'"", ""'Natural Gas Generation']""]",['Texas'],,valueToday_dataset
F5 Inc,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Computers Hardware'"", ""'Cloud Services'"", ""'Networking Products / Solutions'"", ""'Software Products'"", ""'Software and IT Infrastructure'"", ""'Technology Hardware and Instruments']""]",['Washington'],,valueToday_dataset
Asymchem Laboratories (tianjin),,[],,,"[""['Healthcare'"", ""'Biotechnology'"", ""'Pharmaceutical']""]",[],,valueToday_dataset
Lpl Financial Holdings,,[],,,"[""['Financial Services'"", ""'Investments'"", ""'Stock Markets"", 'Trading', ""Capital Markets'"", ""'Brokerage Services'"", ""'Technology']""]",['Massachusetts'],,valueToday_dataset
Newcrest Mining,,[],,,"[""['Basic Materials'"", ""'Mining'"", ""'Gold Mining'"", ""'Precious Metals'"", ""'Copper Mining'"", ""'Metals']""]",['Melbourne'],,valueToday_dataset
Zhejiang Sanhua Intelligent Controls,,[],,,"[""['Industries'"", ""'Electronics'"", ""'Electrical Products'"", ""'Refrigerators'"", ""'Industry Machinery']""]",[],,valueToday_dataset
Masimo Corporation,,[],,,"[""['Healthcare'"", ""'Biotechnology'"", ""'Medical Equipment'"", ""'Technology'"", ""'HealthCare Products']""]",['California'],,valueToday_dataset
Heidelberg Cement Ag,,[],,,"[""['Basic Materials'"", ""'Cement'"", ""'Construction Materials']""]",[],,valueToday_dataset
Next Plc,,[],,,"[""['Consumer Cyclical'"", ""'Retail'"", ""'Consumer Services']""]",[],,valueToday_dataset
Xero,,[],,,"[""['Technology'"", ""'Software and IT'"", ""'Cloud Services'"", ""'Software Products']""]",['Wellington'],,valueToday_dataset
C.h. Robinson Worldwide,,[],,,"[""['Industries'"", ""'Transportation'"", ""'Freight Transport'"", ""'Logistics'"", ""'Oil Refining']""]",['Minnesota'],,valueToday_dataset
Dp World,,[],,,"[""['Industries'"", ""'Infrastructure']""]",[],,valueToday_dataset
Centurylink,,[],,,"[""['Communication Services'"", ""'Telecom'"", ""'Utilities'"", ""'Internet Providers'"", ""'Telecom Equipment'"", ""'Television Services']""]",['Louisiana'],,valueToday_dataset
Kion Group Ag,,[],,,"[""['Industries'"", ""'Trucks'"", ""'Commercial Vehicles'"", ""'Electric Vehicles'"", ""'Heavy Machinery']""]",[],,valueToday_dataset
