company_name_left,industry_left,headquarters_city_left,company_name_right,industry_right,headquarters_city_right,label
ubiquiti,"['technology', 'network hardware and software', 'software and it', 'networking products / solutions', 'communications equipment']",new york,ubiquiti inc.,,new york,0
mitsubishi estate,"['real estate', 'construction', 'hotels', 'property investments', 'construction', 'investments']",tokyo,mitsubishi estate co. ltd,,tokyo,0
restaurant brands international,"['consumer cyclical', 'restaurants', 'retail', 'food service', 'consumer services', 'entertainment']",toronto,restaurant brands international inc.,,toronto,0
air china,"['industries', 'aviation', 'airlines']",beijing,air china ltd,,beijing,0
continental resources,"['energy', 'oil and gas', 'natural gas generation', 'petroleum']",oklahoma,"continental resources, inc.",,oklahoma city,0
nice,"['technology', 'computers hardware', 'software and it']",ra anana,nice ltd.,,raâanana,0
ally financial,"['financial services', 'banking services']",michigan,ally financial inc,financial services,,0
wheaton precious metals,"['basic materials', 'mining', 'metals', 'precious metals', 'silver mining', 'gold mining']",vancouver,wheaton precious metals corp.,,vancouver,0
nn group,"['financial services', 'asset management', 'insurance']",hague,nn group nv,financial services,,0
vedanta,"['basic materials', 'mining', 'iron and steel', 'metals', 'zinc', 'aluminum']",mumbai,vedanta limited,,mumbai,0
omnicom group,"['communication services', 'media', 'advertising', 'marketing services', 'technology']",new york,omnicom group inc.,,new york,0
amundi,"['financial services', 'asset management', 'investments']",paris,amundi sa,,paris,0
amundi,"['financial services', 'asset management', 'investments']",paris,amundi sa,financial services,,0
ajinomoto,"['consumer defensive', 'food and beverage', 'food products', 'fmcg', 'package foods']",tokyo,"ajinomoto co., inc.",,tokyo,0
santos,"['energy', 'oil and gas', 'petroleum', 'natural gas generation']",adelaide,santos limited,,adelaide,0
bandai namco holdings,"['consumer cyclical', 'video games / mobile games / tech games / casino games', 'entertainment', 'gaming', 'leisure']",tokyo,"bandai namco holdings, inc.",,tokyo,0
eisai,"['healthcare', 'pharmaceutical', 'healthcare products']",tokyo,eisai co. ltd,,tokyo,0
bank of shanghai,"['financial services', 'banking services']",shanghai,bank of shanghai co. ltd,,shanghai,0
check point software technologies,"['technology', 'software and it', 'software products', 'technology hardware and instruments', 'software and it infrastructure']",tel aviv,check point software technologies ltd.,,tel aviv,0
bank leumi le- israel,"['financial services', 'banking services']",,bank leumi le-israel bm,financial services,,0
evergy,"['utilities', 'energy', 'electric utilities', 'power generation']",kansas,"evergy, inc.",,kansas city,0
shanghai international airport,"['industries', 'infrastructure', 'asset management', 'airports operating']",shanghai,shanghai international port,,shanghai,0
fidelity national financial,"['financial services', 'insurance']",florida,fidelity national financial inc,financial services,,0
abn amro bank,"['financial services', 'banking services']",amsterdam,abn amro bank nv,financial services,,0
shaw communications,"['communication services', 'telecom', 'media', 'advertising', 'consumer services', 'television services']",calgary,shaw communications inc.,,calgary,0
standard bank group,"['financial services', 'banking services', 'wealth management', 'asset management']",,standard chartered,"['financial services', 'banking services', 'wealth management', 'credit cards', 'mortgage']",london,0
dollarama,"['consumer defensive', 'retail']",montreal,dollarama inc.,,montreal,0
itausa - investimentos itau,"['financial services', 'investments', 'banking services']",,itausa sa,financial services,,0
kyowa kirin,"['healthcare', 'healthcare products', 'pharmaceutical']",tokyo,kyowa kirin co. ltd,,tokyo,0
heidelberg cement ag,"['basic materials', 'cement', 'construction materials']",,heidelbergcement,"['cement', 'building materials', 'dax']",,0
xero,"['technology', 'software and it', 'cloud services', 'software products']",wellington,xerox,"['tech', 'tech hardware', 'electronics']",,0
sumitomo realty & development,"['real estate', 'construction']",tokyo,sumitomo realty & development co. ltd,,tokyo,0
nomura holdings,"['financial services', 'asset management', 'investments', 'securities', 'banking services', 'stock markets, trading, capital markets']",tokyo,"nomura holdings, inc.",,tokyo,0
mahindra & mahindra,"['consumer cyclical', 'automobile']",mumbai,mahindra & mahindra financial services ltd,,mumbai,0
sumitomo mitsui trust holdings,"['financial services', 'banking services', 'asset management']",tokyo,"sumitomo mitsui trust holdings, inc.",,tokyo,0
l e lundbergforetagen ab (publ),"['financial services', 'investments', 'asset management']",stockholm,l e lundbergföretagen ab,,stockholm,0
fairfax financial holdings,"['financial services', 'insurance']",toronto,fairfax financial holdings ltd,financial services,,0
graco,"['industries', 'capital goods', 'industry machinery', 'engineering products']",minnesota,graco inc.,,minneapolis,0
qbe insurance group,"['financial services', 'insurance']",sydney,qbe insurance group ltd,financial services,,0
siam makro public company,"['consumer cyclical', 'retail']",bangkok,siam pan group public company ltd,,bangkok,0
cna financial corporation,"['financial services', 'insurance']",illinois,cnb financial corp,"['banks', 'financial services']",,0
hotai motor,"['consumer cyclical', 'automobile', 'automobile parts', 'automobile dealers']",taipei,"hotai motor co.,ltd.",,taipei,0
evraz,"['basic materials', 'iron and steel', 'metals', 'metal fabrication products', 'mining']",london,evraz plc,,london,0
ono pharmaceutical,"['healthcare', 'pharmaceutical', 'healthcare products']",osaka,ono pharmaceutical co. ltd,,osaka,0
first financial holding,"['financial services', 'banking services', 'securities', 'trading', 'insurance']",taipei,first financial holding co. ltd,,taipei,0
peloton interactive,"['consumer cyclical', 'sports goods', 'media', 'gym and fitness', 'leisure']",new york,"peloton interactive, inc.",,new york,0
annaly capital management,"['real estate', 'consumer services', 'property investments']",new york,"annaly capital management, inc.",,new york,0
tourmaline oil,"['energy', 'oil and gas', 'natural gas generation']",calgary,tourmaline oil corp.,,calgary,0
aegon,"['financial services', 'insurance']",hague,aegon n.v.,financials,,0
grifols,"['healthcare', 'pharmaceutical', 'healthcare products']",barcelona,"grifols, sa",,barcelona,0
sumitomo electric industries,"['consumer cyclical', 'electronics', 'electrical products', 'technology', 'cables and wires', 'optical fiber', 'automobile parts']",osaka,"sumitomo electric industries, ltd.",,osaka,0
tapestry,"['consumer cyclical', 'luxury goods', 'apparels and accessories', 'textile', 'fashion and luxury goods', 'consumer non durables']",new york,"tapestry, inc.",,new york,0
mitsubishi chemical holdings corporation,"['basic materials', 'chemicals', 'chemicals']",tokyo,mitsubishi corporation,"['industries', 'chemicals', 'energy', 'financial services', 'oil and gas', 'petrochemicals', 'metals', 'automobile', 'petroleum', 'banking services', 'conglomerate', 'mining']",tokyo,0
shanghai electric group company,"['industries', 'electrical products', 'power generation', 'industry machinery']",shanghai,shanghai electric power company ltd,,shanghai,0
euronext,"['financial services', 'stock markets, trading, capital markets']",,euronext nv,financial services,,0
resona holdings,"['financial services', 'banking services']",tokyo,"resona holdings, inc.",,tokyo,0
jefferies financial group,"['financial services', 'banking services', 'asset management', 'securities', 'conglomerate']",new york,jefferies financial group inc.,,new york,0
toray industries,"['consumer cyclical', 'chemicals', 'plastics / plastic products', 'textile']",tokyo,"toray industries, inc.",,tokyo,0
dentsu group,"['communication services', 'media', 'advertising']",tokyo,"dentsu group, inc.",,tokyo,0
ana holdings,"['industries', 'aviation', 'airlines', 'transportation']",tokyo,"ana holdings, inc.",,tokyo,0
bank albilad,"['financial services', 'banking services']",,bank audi sal,financial services,,0
saputo,"['consumer defensive', 'food products', 'dairy products', 'fmcg', 'package foods', 'food and beverage', 'beverages', 'non-alcoholic beverages']",montreal,saputo inc.,,montreal,0
deutsche lufthansa ag,"['industries', 'aviation', 'airlines']",,deutsche pfandbriefbank,"['banks', 'financial services']",,0
indusind bank,"['financial services', 'banking services']",mumbai,indusind marketing & financial services,financial services,,0
santander bank polska,"['financial services', 'banking services']",,santander consumer usa holdings,"['financial services', 'provides loans']",texas,0
autoliv,"['consumer cyclical', 'automobile', 'automobile parts', 'capital goods']",stockholm,"autoliv, inc.",,stockholm,0
assurant,"['financial services', 'insurance']",new york,"assurant, inc.",,new york,0
huaneng power international,"['utilities', 'electric utilities', 'electricity generation']",beijing,"huaneng power international, inc.",,beijing,0
first american financial corporation,"['financial services', 'insurance']",california,first bancorp,"['banks', 'financial services']",,0
